Starting IMU Calibration
Finished Calibration
35.22,344
32.74,365
29.76,387
26.79,409
23.81,430
21.33,452
17.86,474
15.38,496
12.90,517
10.42,539
7.44,561
4.96,583
2.48,604
0.50,626
-25.30,648
-27.78,669
-29.76,691
-32.74,713
-35.71,735
-38.19,756
-42.16,778
-45.14,800
-48.12,821
-50.60,843
-54.07,865
-57.04,887
-59.52,908
-63.00,930
-65.97,952
-68.95,973
-72.42,995
-74.90,1017
-77.88,1039
-80.36,1060
-83.33,1082
-85.81,1104
-88.29,1126
-91.77,1147
-93.25,1169
-95.73,1191
-97.72,1212
-99.21,1234
-101.19,1256
-102.18,1278
-104.66,1299
-107.64,1321
-109.62,1343
-111.11,1364
-113.10,1386
-114.58,1408
-118.55,1430
-119.05,1451
-119.54,1473
-120.04,1495
-121.03,1516
-121.03,1538
-121.53,1560
-121.53,1582
-121.53,1603
-121.03,1625
-121.03,1647
-121.03,1669
-120.54,1690
-120.04,1712
-119.05,1734
-118.06,1755
-114.58,1777
-113.59,1799
-112.10,1821
-111.11,1842
-110.12,1864
-109.13,1886
-108.13,1907
-107.64,1929
-107.14,1951
-107.14,1973
-106.15,1994
-106.15,2016
-107.14,2038
-107.14,2059
-107.64,2081
-108.63,2103
-108.13,2125
-109.13,2146
-109.62,2168
-110.12,2190
-110.62,2212
-111.61,2233
-111.61,2255
-112.60,2277
-113.59,2298
-114.09,2320
-114.58,2342
-118.06,2364
-118.55,2385
-119.05,2407
-119.54,2429
-120.04,2450
-120.04,2472
-120.54,2494
-120.54,2516
-120.54,2537
-120.54,2559
-120.54,2581
-120.04,2602
-120.04,2624
-119.54,2646
-119.05,2668
-119.05,2689
-118.55,2711
-118.06,2733
-117.56,2754
-114.58,2776
-114.09,2798
-114.09,2820
-113.10,2841
-113.10,2863
-112.60,2885
-112.60,2907
-112.60,2928
-112.60,2950
-112.60,2972
-112.60,2993
-112.60,3015
-113.10,3037
-113.10,3059
-113.59,3080
-114.09,3102
-114.09,3124
