Starting IMU Calibration
Finished Calibration
95.73,348
95.24,369
94.74,391
94.74,413
95.24,434
94.74,456
95.24,478
95.73,500
96.23,521
95.24,543
95.24,565
94.74,587
94.25,608
92.76,630
91.77,652
89.78,673
87.30,695
85.32,717
82.84,739
80.85,760
77.38,782
74.40,804
70.44,825
66.47,847
62.00,869
56.55,891
51.59,912
46.63,934
41.67,956
36.21,977
30.26,999
24.31,1021
18.85,1043
12.90,1064
6.94,1086
0.99,1108
-26.79,1130
-31.75,1151
-38.69,1173
-45.63,1195
-52.08,1216
-58.04,1238
-64.98,1260
-71.92,1282
-78.37,1303
-84.82,1325
-92.26,1347
-98.21,1368
-104.17,1390
-112.10,1412
-120.04,1434
-124.01,1455
-131.45,1477
-136.90,1499
-141.87,1520
-146.83,1542
-152.28,1564
-157.74,1586
-162.20,1607
-167.16,1629
-171.63,1651
-176.59,1673
-181.05,1694
-185.52,1716
-188.99,1738
-192.96,1759
-197.42,1781
-200.40,1803
-203.37,1825
-206.85,1846
-209.82,1868
-211.81,1890
-214.29,1911
-216.27,1933
-218.25,1955
-219.74,1977
-221.73,1998
-222.22,2020
-223.71,2042
-224.21,2063
-224.21,2085
-224.21,2107
-224.21,2129
-224.21,2150
-224.21,2172
-224.21,2194
-224.21,2215
-223.71,2237
-224.21,2259
-224.21,2281
-224.21,2302
-224.21,2324
-224.21,2346
-224.21,2368
-224.21,2389
-224.21,2411
-224.21,2433
-224.21,2454
-224.70,2476
-224.70,2498
-224.21,2520
-224.21,2541
-224.21,2563
-224.21,2585
-224.21,2606
-224.21,2628
-224.21,2650
-224.21,2672
-224.21,2693
-224.21,2715
-224.21,2737
-224.21,2758
-223.71,2780
-224.21,2802
-224.21,2824
-224.21,2845
-224.70,2867
-224.21,2889
-224.21,2911
-224.21,2932
-224.21,2954
-224.21,2976
-224.21,2997
-224.21,3019
-224.21,3041
-224.21,3063
-224.21,3084
-224.21,3106
-224.21,3128
-224.21,3149
-224.21,3171
-224.21,3193
-224.21,3215
-224.21,3236
-224.21,3258
-224.21,3280
-224.21,3301
-224.21,3323
-224.70,3345
-224.21,3367
-224.21,3388
-224.21,3410
-224.21,3432
-224.21,3454
-224.21,3475
-224.70,3497
-224.21,3519
-224.21,3540
-224.21,3562
-224.21,3584
-224.21,3606
-224.21,3627
-224.21,3649
-224.70,3671
-224.21,3692
-224.21,3714
-224.21,3736
-224.21,3758
-224.21,3779
-224.21,3801
-224.21,3823
-224.21,3844
-224.21,3866
-224.70,3888
-224.21,3910
-224.21,3931
-224.21,3953
-223.71,3975
-224.21,3997
-224.21,4018
-224.21,4040
-224.21,4062
-224.21,4083
-224.21,4105
-224.21,4127
-224.21,4149
-224.21,4170
-224.70,4192
-224.21,4214
-223.71,4235
-224.21,4257
-224.21,4279
-224.21,4301
-224.21,4322
-224.21,4344
-224.21,4366
-224.21,4387
-224.21,4409
-224.21,4431
-224.21,4453
-224.21,4474
-224.21,4496
-224.21,4518
-224.21,4540
-223.21,4561
-222.22,4583
-221.23,4605
-219.74,4626
-218.25,4648
-216.77,4670
-215.28,4692
-213.79,4713
-212.30,4735
-210.32,4757
-208.33,4778
-206.85,4800
-204.37,4822
-202.38,4844
-200.89,4865
-198.41,4887
-195.93,4909
-193.45,4930
-191.47,4952
-188.99,4974
-186.51,4996
-183.53,5017
-181.05,5039
-178.57,5061
-175.60,5082
-173.12,5104
-170.63,5126
-167.66,5148
-165.18,5169
-162.70,5191
-159.72,5213
-157.24,5235
-153.27,5256
-151.29,5278
-147.82,5300
-145.83,5321
-144.35,5343
-141.37,5365
-139.38,5387
-137.40,5408
-135.42,5430
-133.43,5452
-130.95,5473
-127.98,5495
-126.98,5517
-124.50,5539
-123.02,5560
-121.53,5582
-120.54,5604
-119.05,5625
-118.06,5647
-114.09,5669
-111.61,5691
-110.62,5712
-108.13,5734
0.01
-105.65,5756
-103.67,5778
-102.68,5799
-101.19,5821
-100.20,5843
-99.70,5864
-99.21,5886
-98.21,5908
-98.21,5930
-97.22,5951
-96.73,5973
-95.73,5995
-95.73,6016
-94.25,6038
-94.25,6060
-93.75,6082
-92.76,6103
-92.76,6125
-92.76,6147
-91.77,6168
-91.77,6190
-91.77,6212
-91.77,6234
-91.27,6255
-91.27,6277
-91.27,6299
-90.77,6321
-90.77,6342
-90.28,6364
-89.78,6386
-89.78,6407
-89.78,6429
-89.29,6451
-88.79,6473
-88.29,6494
-88.29,6516
-87.80,6538
-87.30,6559
-86.31,6581
-85.81,6603
-85.81,6625
-84.33,6646
-83.83,6668
-83.83,6690
-82.34,6711
-81.85,6733
-80.85,6755
-79.86,6777
-78.87,6798
-77.88,6820
-76.88,6842
-75.40,6864
-73.91,6885
-72.92,6907
-70.93,6929
-68.95,6950
-67.96,6972
-66.47,6994
-64.48,7016
-63.00,7037
-60.52,7059
-59.03,7081
-56.55,7102
-54.56,7124
-52.58,7146
-50.60,7168
-48.12,7189
-45.63,7211
-43.65,7233
-41.17,7254
-38.19,7276
-36.21,7298
-33.23,7320
-30.75,7341
-28.77,7363
-26.29,7385
-21.33,7407
1.49,7428
3.97,7450
6.94,7472
9.42,7493
12.40,7515
15.87,7537
19.35,7559
22.82,7580
25.79,7602
29.27,7624
32.74,7645
36.21,7667
39.68,7689
43.65,7711
47.62,7732
50.60,7754
54.56,7776
58.04,7797
62.00,7819
64.98,7841
69.44,7863
72.92,7884
