Starting IMU Calibration
Finished Calibration
120.54,346
120.54,367
120.54,389
120.54,411
120.54,432
120.54,454
121.03,476
121.03,498
121.03,519
121.53,541
121.03,563
121.03,585
120.54,606
120.04,628
119.05,650
118.06,671
117.56,693
117.56,715
116.07,737
114.58,758
114.09,780
112.10,802
110.62,823
109.13,845
107.14,867
105.65,889
104.17,910
102.18,932
100.20,954
98.71,975
96.73,997
94.25,1019
92.76,1041
90.77,1062
88.79,1084
86.31,1106
84.33,1128
82.84,1149
80.85,1171
79.37,1193
77.38,1214
75.40,1236
72.92,1258
71.43,1280
69.44,1301
67.46,1323
63.99,1345
63.00,1366
61.01,1388
58.53,1410
56.55,1432
55.06,1453
53.08,1475
51.09,1497
49.60,1518
48.12,1540
46.63,1562
45.14,1584
44.15,1605
42.16,1627
41.17,1649
39.68,1671
38.19,1692
37.20,1714
36.21,1736
34.72,1757
33.73,1779
32.74,1801
31.75,1823
30.75,1844
29.27,1866
28.77,1888
27.28,1909
26.29,1931
25.79,1953
25.30,1975
24.31,1996
23.31,2018
22.32,2040
21.83,2061
20.83,2083
20.34,2105
20.34,2127
19.84,2148
19.35,2170
18.35,2192
18.35,2213
17.86,2235
17.36,2257
16.37,2279
16.87,2300
16.37,2322
15.87,2344
15.38,2366
14.88,2387
14.38,2409
13.89,2431
13.89,2452
12.90,2474
11.90,2496
11.90,2518
10.91,2539
9.92,2561
9.92,2583
8.93,2604
8.43,2626
7.44,2648
6.94,2670
5.95,2691
5.46,2713
4.46,2735
4.46,2756
3.47,2778
2.98,2800
1.98,2822
-17.36,2843
0.50,2865
0.50,2887
-0.50,2909
-14.38,2930
-24.80,2952
-25.79,2974
-25.79,2995
-26.79,3017
-27.28,3039
-27.28,3061
-27.28,3082
-26.79,3104
-27.28,3126
-26.79,3147
-26.29,3169
-26.29,3191
-25.79,3213
-25.79,3234
-25.79,3256
-25.30,3278
-24.31,3299
-23.81,3321
-20.34,3343
-0.50,3365
0.00,3386
0.00,3408
0.50,3430
0.50,3451
0.50,3473
0.00,3495
-0.99,3517
-18.85,3538
-24.80,3560
-25.79,3582
-26.79,3604
-26.79,3625
-27.78,3647
-28.27,3669
-28.27,3690
-28.27,3712
-29.27,3734
-29.76,3756
-29.27,3777
-30.75,3799
-30.26,3821
-30.75,3842
-31.25,3864
-31.25,3886
-32.24,3908
-33.23,3929
-33.73,3951
-34.72,3973
-35.71,3994
-36.21,4016
-37.70,4038
-38.69,4060
-40.18,4081
-41.67,4103
-42.66,4125
-44.15,4147
-45.63,4168
-46.63,4190
-47.62,4212
-49.11,4233
-50.60,4255
-52.08,4277
-53.57,4299
-54.56,4320
-56.05,4342
-57.54,4364
-59.03,4385
-60.02,4407
-61.51,4429
-63.49,4451
-64.48,4472
-65.48,4494
-67.46,4516
-68.45,4537
-69.94,4559
-70.93,4581
-72.42,4603
-73.91,4624
-74.90,4646
-76.39,4668
-77.38,4689
-78.37,4711
-79.86,4733
-81.35,4755
-82.84,4776
-83.83,4798
-84.33,4820
-84.82,4842
-86.81,4863
-87.80,4885
-88.79,4907
-90.28,4928
-91.27,4950
-92.26,4972
-92.76,4994
-93.75,5015
-94.25,5037
-94.74,5059
-95.73,5080
-96.23,5102
-96.73,5124
-97.22,5146
-97.22,5167
-97.72,5189
-97.72,5211
-97.72,5232
-97.22,5254
-97.72,5276
-97.22,5298
-96.73,5319
-96.73,5341
-96.23,5363
-95.73,5385
-95.73,5406
-94.74,5428
-94.25,5450
-94.25,5471
-93.75,5493
-93.25,5515
-93.25,5537
-92.76,5558
-92.26,5580
-92.26,5602
-92.26,5623
-92.26,5645
-92.26,5667
-92.26,5689
-92.76,5710
-92.76,5732
-0.01
-92.76,5754
-92.76,5775
-92.76,5797
-92.26,5819
-93.25,5841
-93.75,5862
-93.75,5884
-94.25,5906
-94.25,5928
-94.25,5949
-93.25,5971
-92.26,5993
-91.27,6014
-90.28,6036
-88.29,6058
-86.81,6080
-84.82,6101
-83.33,6123
-80.85,6145
-78.87,6166
-76.88,6188
-73.91,6210
-70.93,6232
-68.45,6253
-65.48,6275
-63.00,6297
-59.52,6318
-56.55,6340
-53.57,6362
-50.60,6384
-47.62,6405
-44.64,6427
-42.16,6449
-38.69,6471
-35.71,6492
-33.73,6514
-31.75,6536
-29.27,6557
-27.28,6579
-25.79,6601
-20.34,6623
0.50,6644
2.48,6666
4.46,6688
5.95,6709
7.94,6731
9.42,6753
11.41,6775
12.90,6796
14.38,6818
15.38,6840
16.87,6861
17.86,6883
18.85,6905
20.34,6927
20.83,6948
22.32,6970
22.32,6992
23.81,7013
24.31,7035
24.80,7057
25.79,7079
26.29,7100
26.79,7122
27.28,7144
27.78,7166
28.27,7187
28.77,7209
28.77,7231
29.76,7252
29.76,7274
29.76,7296
30.26,7318
30.75,7339
30.75,7361
30.75,7383
30.75,7404
31.25,7426
31.25,7448
31.25,7470
31.75,7491
31.25,7513
31.25,7535
31.75,7556
31.75,7578
31.25,7600
31.25,7622
31.75,7643
31.25,7665
31.25,7687
31.25,7709
31.75,7730
31.75,7752
31.25,7774
32.24,7795
31.75,7817
32.24,7839
32.74,7861
32.74,7882
32.74,7904
33.73,7926
33.73,7947
34.23,7969
34.23,7991
34.72,8013
35.22,8034
35.22,8056
36.21,8078
36.71,8099
37.70,8121
37.70,8143
37.70,8165
38.69,8186
39.19,8208
39.68,8230
40.18,8252
40.67,8273
41.67,8295
41.67,8317
42.66,8338
43.65,8360
44.64,8382
44.64,8404
45.63,8425
46.13,8447
47.12,8469
47.62,8490
48.61,8512
49.60,8534
50.10,8556
51.09,8577
51.59,8599
52.58,8621
53.57,8642
54.56,8664
55.56,8686
55.56,8708
56.55,8729
57.54,8751
58.04,8773
59.03,8795
60.52,8816
61.51,8838
62.00,8860
63.00,8881
63.49,8903
64.48,8925
66.47,8947
67.46,8968
67.96,8990
68.95,9012
70.44,9033
70.93,9055
71.92,9077
72.92,9099
74.40,9120
74.90,9142
75.89,9164
76.88,9185
77.38,9207
78.37,9229
78.87,9251
79.86,9272
80.85,9294
81.35,9316
81.85,9338
82.84,9359
82.84,9381
83.33,9403
84.33,9424
84.82,9446
85.32,9468
85.32,9490
86.31,9511
86.31,9533
86.81,9555
87.30,9576
87.80,9598
87.80,9620
88.29,9642
88.79,9663
88.79,9685
89.29,9707
89.78,9728
89.29,9750
89.29,9772
89.29,9794
89.29,9815
89.29,9837
89.29,9859
89.29,9881
89.29,9902
89.29,9924
89.29,9946
88.79,9967
88.79,9989
88.79,10011
88.79,10033
88.79,10054
88.29,10076
88.29,10098
88.29,10119
87.80,10141
87.80,10163
87.80,10185
87.80,10206
88.29,10228
88.29,10250
88.29,10271
88.29,10293
88.29,10315
88.29,10337
88.29,10358
88.29,10380
88.29,10402
88.29,10424
88.29,10445
88.29,10467
87.80,10489
88.29,10510
88.29,10532
88.29,10554
88.29,10576
88.29,10597
87.80,10619
88.29,10641
88.29,10662
88.29,10684
87.80,10706
88.29,10728
88.29,10749
87.80,10771
88.29,10793
88.29,10814
88.29,10836
88.29,10858
88.29,10880
87.80,10901
88.29,10923
87.80,10945
88.29,10967
87.80,10988
87.80,11010
88.29,11032
88.29,11053
88.29,11075
88.29,11097
87.80,11119
87.80,11140
88.29,11162
88.29,11184
88.29,11205
88.29,11227
88.29,11249
87.80,11271
87.80,11292
88.29,11314
87.80,11336
88.29,11357
88.29,11379
88.29,11401
88.29,11423
88.29,11444
88.29,11466
88.29,11488
88.29,11510
88.29,11531
88.29,11553
87.80,11575
87.80,11596
87.80,11618
87.80,11640
88.29,11662
87.80,11683
87.80,11705
88.29,11727
88.29,11748
87.80,11770
88.29,11792
88.29,11814
88.29,11835
87.80,11857
87.80,11879
88.29,11900
87.80,11922
87.80,11944
87.80,11966
88.29,11987
88.29,12009
88.29,12031
88.29,12053
88.29,12074
88.29,12096
88.29,12118
87.80,12139
88.29,12161
88.29,12183
87.80,12205
88.29,12226
88.29,12248
88.29,12270
88.29,12291
88.29,12313
88.29,12335
88.29,12357
88.29,12378
88.29,12400
88.29,12422
88.29,12443
88.29,12465
88.29,12487
87.80,12509
88.29,12530
88.29,12552
88.29,12574
88.29,12596
88.29,12617
87.80,12639
88.29,12661
